,meta_country,period,cultural_index
161,Argentina,1850,57.188857784266986
162,Argentina,1900,61.53532443461548
163,Argentina,1950,0.6059982503433003
164,Armenia,400,0.4290366369879223
165,Armenia,450,0.5407830089523359
166,Armenia,500,0.5276827721554873
167,Armenia,550,0.4028361633942252
168,Armenia,600,0.7277326009330762
169,Armenia,650,0.5389265933435137
170,Armenia,700,0.6406800813193645
171,Armenia,750,0.6406800813193645
172,Armenia,1000,0.321623133871632
173,Armenia,1050,0.321623133871632
174,Armenia,1100,0.20217712907715235
175,Armenia,1150,0.6099762376776864
176,Armenia,1200,0.41124395904676336
177,Armenia,1250,0.5242903876765121
178,Armenia,1300,0.5286351561840634
179,Armenia,1350,1.3750118172693904
180,Armenia,1400,0.10549153199437371
181,Armenia,1450,0.40900103237696434
182,Armenia,1500,0.608066955450528
183,Armenia,1550,0.20178321963102291
184,Armenia,1650,0.4128560595424055
185,Armenia,1700,0.4123965515752017
186,Armenia,1750,1.53618866159759
187,Armenia,1800,2.7783932933117184
188,Armenia,1850,15.418252468058215
189,Armenia,1900,23.927249495845256
190,Armenia,1950,0.2004959079099482
191,Australia,1700,0.20186889574209793
192,Australia,1750,0.5096799785870427
193,Australia,1800,7.1175749309837615
194,Australia,1850,92.79518024903456
195,Australia,1900,162.01985639860465
196,Australia,1950,2.321695683214834
197,Austria,1050,0.10468361745071257
198,Austria,1100,0.6413419635480329
199,Austria,1150,1.1111184252813038
200,Austria,1200,1.4208561180517285
201,Austria,1250,2.413732567399624
202,Austria,1300,1.2110231502476958
203,Austria,1350,1.7128263487432236
204,Austria,1400,3.8531923302617277
205,Austria,1450,9.367086183731567
206,Austria,1500,15.718132382327106
207,Austria,1550,18.465050171419772
208,Austria,1600,22.35002820790457
209,Austria,1650,44.17167894503321
210,Austria,1700,95.52822522318529
211,Austria,1750,189.84527361433334
212,Austria,1800,358.74778151816525
213,Austria,1850,843.9986564813114
214,Austria,1900,771.0788251012951
215,Austria,1950,7.386921674792185
216,Azerbaijan,1000,0.20057688686335712
217,Azerbaijan,1050,0.6150571199625986
218,Azerbaijan,1100,1.4711026030185985
219,Azerbaijan,1150,4.411445773438599
220,Azerbaijan,1200,2.884953739584858
221,Azerbaijan,1250,2.054472699462123
222,Azerbaijan,1300,0.8044436448229173
223,Azerbaijan,1350,0.8115590748901625
224,Azerbaijan,1400,2.070462526950183
225,Azerbaijan,1450,2.585754694997567
226,Azerbaijan,1500,1.7394645789294514
227,Azerbaijan,1550,1.1165610268363346
228,Azerbaijan,1600,2.029881273657673
229,Azerbaijan,1650,1.6191901268270983
230,Azerbaijan,1700,1.549798025190267
231,Azerbaijan,1750,4.0227608243387785
232,Azerbaijan,1800,16.073730996564592
233,Azerbaijan,1850,54.66690353617991
234,Azerbaijan,1900,61.05726211991823
235,Azerbaijan,1950,1.0203218741998503
236,Bahrain,200,0.2017186117797159
237,Bahrain,250,0.4034372235594318
238,Bahrain,500,0.20454938410822585
239,Bahrain,550,1.0387260334517403
240,Bahrain,600,1.4941136578811434
241,Bahrain,650,1.4621756077549535
242,Bahrain,700,1.0334025866244683
243,Bahrain,750,0.43377580763751866
244,Bahrain,1150,0.4006257669792421
245,Bahrain,1200,0.20031288348962106
246,Bahrain,1250,0.30238214578378064
247,Bahrain,1300,0.30238214578378064
248,Bahrain,1700,0.10035206950301839
249,Bahrain,1750,0.501760347515092
250,Bahrain,1850,0.30135035056962917
251,Bahrain,1900,0.30135035056962917
252,Balkans,-600,0.9297081491102575
253,Balkans,-550,0.4648540745551287
254,Balkans,-450,0.3843762447927459
255,Balkans,-400,0.3843762447927459
256,Balkans,-300,0.4111501804484605
257,Balkans,-250,0.822300360896921
258,Balkans,350,0.48538075713122186
259,Balkans,400,0.9707615142624437
260,Balkans,900,0.20879436660424353
261,Balkans,950,0.41758873320848705
262,Balkans,1200,1.2144765388871333
263,Balkans,1250,0.9984277377087525
264,Balkans,1300,1.0611949181917728
265,Balkans,1350,3.7488885843248125
266,Balkans,1400,4.542093896606265
267,Balkans,1450,12.216537746825967
268,Balkans,1500,24.731145902368016
269,Balkans,1550,34.32392585527716
270,Balkans,1600,32.045455268153034
271,Balkans,1650,44.35461074205484
272,Balkans,1700,56.72137413969422
273,Balkans,1750,90.8602187677989
274,Balkans,1800,180.73122813098774
275,Balkans,1850,717.724385444051
276,Balkans,1900,791.7517607844662
277,Balkans,1950,7.018902074419193
278,Bangladesh,1000,0.494940934405827
279,Bangladesh,1050,0.2474704672029135
280,Bangladesh,1550,0.4043211753735919
281,Bangladesh,1600,0.8086423507471838
282,Bangladesh,1650,0.5051660364736561
283,Bangladesh,1700,0.10103320729473121
284,Bangladesh,1750,0.40173666008068626
285,Bangladesh,1800,0.8404462161057734
286,Bangladesh,1850,6.886101023887681
287,Bangladesh,1900,12.292398775785282
288,Barbados,1800,0.20369029713569287
289,Barbados,1850,1.4215681164387484
290,Barbados,1900,0.20155831538014193
291,Belarus,1500,0.7424188193744131
292,Belarus,1550,1.7897651113970174
293,Belarus,1600,3.9434951113739136
294,Belarus,1650,5.343177044697185
295,Belarus,1700,5.728780899615499
296,Belarus,1750,11.451244095951058
297,Belarus,1800,41.321691592166346
298,Belarus,1850,106.91801744415186
299,Belarus,1900,90.78684535710808
300,Belarus,1950,1.215060176585015
301,Belgium,-100,0.20862122313294382
302,Belgium,-50,0.41724244626588763
303,Belgium,50,0.20236683234902994
304,Belgium,100,0.4047336646980599
305,Belgium,400,0.8365621529692044
306,Belgium,450,1.8777551809926938
307,Belgium,500,0.40926175010856963
308,Belgium,1000,0.6179252563906532
309,Belgium,1050,1.047996689247864
310,Belgium,1100,1.2662961567506699
311,Belgium,1150,2.5503643939625946
312,Belgium,1200,2.0586366670681584
313,Belgium,1250,4.412710260900441
314,Belgium,1300,5.996113194812698
315,Belgium,1350,5.38870441432462
316,Belgium,1400,10.623382628973204
317,Belgium,1450,23.4725283879533
318,Belgium,1500,59.10700190595371
319,Belgium,1550,142.31587264436416
320,Belgium,1600,220.53332455689485
321,Belgium,1650,262.287828257156
322,Belgium,1700,153.13044205048678
323,Belgium,1750,103.70760960725387
324,Belgium,1800,188.174824217725
325,Belgium,1850,606.8660543687256
326,Belgium,1900,518.9203090837559
327,Belgium,1950,5.877238388096053
328,Belize,1850,0.2006998598009735
329,Belize,1900,0.401399719601947
330,Benin,1850,0.30993485662452985
331,Benin,1900,0.30993485662452985
332,"Bolivia, Plurinational State of",1550,0.5066059159239185
333,"Bolivia, Plurinational State of",1600,1.4281252421642958
334,"Bolivia, Plurinational State of",1650,1.2229635703878519
335,"Bolivia, Plurinational State of",1700,1.3064206985540352
336,"Bolivia, Plurinational State of",1750,1.605878361901024
337,"Bolivia, Plurinational State of",1800,1.8165488783602157
338,"Bolivia, Plurinational State of",1850,6.676550698899455
339,"Bolivia, Plurinational State of",1900,4.2781054559975455
340,Bosnia and Herzegovina,1500,0.7434941385602477
341,Bosnia and Herzegovina,1550,0.9449931955307578
342,Bosnia and Herzegovina,1600,1.0228308073098673
343,Bosnia and Herzegovina,1650,0.7120686993709887
344,Bosnia and Herzegovina,1700,1.435745170298787
345,Bosnia and Herzegovina,1750,1.2309311500489735
346,Bosnia and Herzegovina,1800,2.289694449249052
347,Bosnia and Herzegovina,1850,5.126697457053563
348,Bosnia and Herzegovina,1900,2.583544785959168
349,Bosnia and Herzegovina,1950,0.1002949007395406
350,Brazil,1500,0.20410566833910407
351,Brazil,1550,0.5116144672099023
352,Brazil,1600,1.6244211504652617
353,Brazil,1650,6.270834909492547
354,Brazil,1700,10.834616377738534
355,Brazil,1750,16.579912647384706
356,Brazil,1800,38.23357238732923
357,Brazil,1850,120.11896435983151
358,Brazil,1900,152.3743735980699
359,Brazil,1950,2.0419117886436697
360,Bulgaria,-600,0.9297081491102575
361,Bulgaria,-550,0.4648540745551287
362,Bulgaria,-450,0.3843762447927459
363,Bulgaria,-400,0.3843762447927459
364,Bulgaria,900,0.20879436660424353
365,Bulgaria,950,0.41758873320848705
366,Bulgaria,1350,0.5415672811741394
367,Bulgaria,1400,0.6393079725366736
368,Bulgaria,1450,0.7644946701457976
369,Bulgaria,1500,0.301378202973025
370,Bulgaria,1550,0.301378202973025
371,Bulgaria,1600,0.20848130890759653
372,Bulgaria,1650,1.0300600044713137
373,Bulgaria,1700,1.6742491749772646
374,Bulgaria,1750,2.472826477985918
375,Bulgaria,1800,8.453843919794243
376,Bulgaria,1850,56.73002780447094
377,Bulgaria,1900,67.61677872152833
378,Bulgaria,1950,0.8070091956605172
379,Byzantine & Ottoman Empires,-1000,0.201836064000529
380,Byzantine & Ottoman Empires,-950,0.403672128001058
381,Byzantine & Ottoman Empires,-900,1.1803829986447372
382,Byzantine & Ottoman Empires,-850,2.562920203944685
383,Byzantine & Ottoman Empires,-800,2.26177006098972
384,Byzantine & Ottoman Empires,-750,3.7149232953585987
385,Byzantine & Ottoman Empires,-700,4.9212044202014065
386,Byzantine & Ottoman Empires,-650,13.301450540470736
387,Byzantine & Ottoman Empires,-600,27.92799303075657
388,Byzantine & Ottoman Empires,-550,59.43087843361728
389,Byzantine & Ottoman Empires,-500,59.058524572485204
390,Byzantine & Ottoman Empires,-450,76.2416587729611
391,Byzantine & Ottoman Empires,-400,55.314964169730274
392,Byzantine & Ottoman Empires,-350,60.07031523956448
393,Byzantine & Ottoman Empires,-300,37.49468848772941
394,Byzantine & Ottoman Empires,-250,25.8327664856256
395,Byzantine & Ottoman Empires,-200,14.633486493760227
396,Byzantine & Ottoman Empires,-150,16.85654098297818
397,Byzantine & Ottoman Empires,-100,14.138835295532814
398,Byzantine & Ottoman Empires,-50,16.574439953149533
399,Byzantine & Ottoman Empires,0,8.188863665701119
400,Byzantine & Ottoman Empires,50,9.230852486245174
401,Byzantine & Ottoman Empires,100,10.75833927713218
402,Byzantine & Ottoman Empires,150,14.229355653170046
403,Byzantine & Ottoman Empires,200,8.239776022562227
404,Byzantine & Ottoman Empires,250,9.488576845374197
405,Byzantine & Ottoman Empires,300,4.025153010610167
406,Byzantine & Ottoman Empires,350,10.346605689270989
407,Byzantine & Ottoman Empires,400,11.310637310853151
408,Byzantine & Ottoman Empires,450,10.177487262655918
409,Byzantine & Ottoman Empires,500,9.615446035118904
410,Byzantine & Ottoman Empires,550,12.38377750409858
411,Byzantine & Ottoman Empires,600,3.7906857968855148
412,Byzantine & Ottoman Empires,650,2.4320348560644334
413,Byzantine & Ottoman Empires,700,1.2433573870049992
414,Byzantine & Ottoman Empires,750,1.241332638018952
415,Byzantine & Ottoman Empires,800,2.8257334659676387
416,Byzantine & Ottoman Empires,850,3.986014342305744
417,Byzantine & Ottoman Empires,900,4.672587635715189
418,Byzantine & Ottoman Empires,950,5.341395098615092
419,Byzantine & Ottoman Empires,1000,5.445066783458965
420,Byzantine & Ottoman Empires,1050,5.964397852845207
421,Byzantine & Ottoman Empires,1100,6.731790749561458
422,Byzantine & Ottoman Empires,1150,9.08668628825008
423,Byzantine & Ottoman Empires,1200,9.778516581582949
424,Byzantine & Ottoman Empires,1250,13.234993481906107
425,Byzantine & Ottoman Empires,1300,16.64830646508615
426,Byzantine & Ottoman Empires,1350,17.652782679392704
427,Byzantine & Ottoman Empires,1400,20.167289466834188
428,Byzantine & Ottoman Empires,1450,35.020809119788005
429,Byzantine & Ottoman Empires,1500,56.71577985559274
430,Byzantine & Ottoman Empires,1550,68.79880802755319
431,Byzantine & Ottoman Empires,1600,64.43459297858898
432,Byzantine & Ottoman Empires,1650,76.10688041294715
433,Byzantine & Ottoman Empires,1700,88.13272070176704
434,Byzantine & Ottoman Empires,1750,127.2727282767059
435,Byzantine & Ottoman Empires,1800,266.0508555437166
436,Byzantine & Ottoman Empires,1850,977.7600931594534
437,Byzantine & Ottoman Empires,1900,1040.5404273687873
438,Byzantine & Ottoman Empires,1950,8.643897365843765
439,Cabo Verde,1600,0.2020413681874787
440,Cabo Verde,1650,0.4040827363749574
441,Cabo Verde,1800,0.40541152934291125
442,Cabo Verde,1850,1.1167922415291078
443,Cabo Verde,1900,0.30502321432083207
444,Cambodia,1150,0.20107191698043014
445,Cambodia,1200,0.4021438339608603
446,Cambodia,1700,0.10216937968986523
447,Cambodia,1750,0.5108468984493262
448,Cambodia,1800,0.21533090141204841
449,Cambodia,1850,0.7326178549671314
450,Cambodia,1900,1.412827898861109
451,Cambodia,1950,0.10149958724626412
452,Cameroon,1650,0.30602584932434057
453,Cameroon,1700,0.30602584932434057
454,Canada,1500,0.2042552028129416
455,Canada,1550,0.4085104056258832
456,Canada,1600,0.40316671424648987
457,Canada,1650,1.7434655825720207
458,Canada,1700,12.718303905714672
459,Canada,1750,14.807667034679428
460,Canada,1800,33.26293101215332
461,Canada,1850,165.15973703142282
462,Canada,1900,220.99325853549215
463,Canada,1950,1.926325409996519
464,Central America,1350,0.5007833017683552
465,Central America,1400,0.34667176238699704
466,Central America,1450,1.0983912014513963
467,Central America,1500,3.0744979833585178
468,Central America,1550,6.644423097927647
469,Central America,1600,10.491688787104643
470,Central America,1650,8.562072679912674
471,Central America,1700,9.964454239148496
472,Central America,1750,22.689386996003194
473,Central America,1800,60.04115256939629
474,Central America,1850,152.66249812045524
475,Central America,1900,133.21725446188685
476,Central America,1950,1.1218015991804162
477,Central Asia,-2000,0.5975803247290724
478,Central Asia,-1950,1.1951606494581448
479,Central Asia,200,0.2171092572874649
480,Central Asia,250,0.4342185145749298
481,Central Asia,350,0.1019646885460796
482,Central Asia,400,0.9388600797183203
483,Central Asia,450,1.0270205973598503
484,Central Asia,500,1.0139203605630016
485,Central Asia,550,0.6062436495865438
486,Central Asia,600,2.067406219306312
487,Central Asia,650,1.1122715878506813
488,Central Asia,700,2.2380236495951595
489,Central Asia,750,8.921021980891455
490,Central Asia,800,11.086090956327514
491,Central Asia,850,9.666395566999373
492,Central Asia,900,16.527772958009113
493,Central Asia,950,19.776212378539704
494,Central Asia,1000,21.83820227960526
495,Central Asia,1050,18.98922474335271
496,Central Asia,1100,18.65177558333192
497,Central Asia,1150,18.448681176834956
498,Central Asia,1200,19.222481118630046
499,Central Asia,1250,18.829544854581073
500,Central Asia,1300,13.407983626818437
501,Central Asia,1350,20.40940456504047
502,Central Asia,1400,19.79808575365565
503,Central Asia,1450,17.581430879504683
504,Central Asia,1500,20.015958228280045
505,Central Asia,1550,23.54544390008655
506,Central Asia,1600,26.404569859481565
507,Central Asia,1650,23.44207410036977
508,Central Asia,1700,14.69556517962393
509,Central Asia,1750,18.775275608464206
510,Central Asia,1800,44.63647407672883
511,Central Asia,1850,132.346720233418
512,Central Asia,1900,140.70891409768942
513,Central Asia,1950,1.3277308954746752
514,Chile,1550,0.40957144874433526
515,Chile,1600,1.1213128101110592
516,Chile,1650,1.219931981649154
517,Chile,1700,0.8064864824578732
518,Chile,1750,1.4587496643570317
519,Chile,1800,4.666354993123132
520,Chile,1850,37.96999087991497
521,Chile,1900,54.40171648331998
522,Chile,1950,0.9136503835066523
523,China,-1000,0.20029227120854082
524,China,-950,0.40058454241708163
525,China,-700,0.5394285221745331
526,China,-650,0.7218465190572864
527,China,-550,1.4103525143159208
528,China,-500,3.9872084675545922
529,China,-450,1.574534466633094
530,China,-400,0.7656973113205081
531,China,-350,2.384846104562256
532,China,-300,1.4931217211816121
533,China,-250,2.468760104439963
534,China,-200,2.0318911756679228
535,China,-150,4.336572272754322
536,China,-100,2.658839360074587
537,China,-50,3.06740361258608
538,China,0,4.314791644505841
539,China,50,3.161010971714874
540,China,100,4.410343806216409
541,China,150,7.418896949701106
542,China,200,12.712588203871354
543,China,250,14.903610265666847
544,China,300,11.45330046874175
545,China,350,9.354585258951314
546,China,400,8.285130546408785
547,China,450,6.4236494542614055
548,China,500,5.129337181716581
549,China,550,4.236373445364329
550,China,600,10.19809726948942
551,China,650,9.28067856842717
552,China,700,10.806086762034303
553,China,750,14.935556945477298
554,China,800,12.441005183480502
555,China,850,10.288205263701483
556,China,900,9.539113362654044
557,China,950,8.541989701897613
558,China,1000,9.89837218802248
559,China,1050,17.896536800446015
560,China,1100,13.711940496718743
561,China,1150,11.354356691178285
562,China,1200,9.918958710440197
563,China,1250,17.498027790390978
564,China,1300,32.143009431402696
565,China,1350,28.68926937127217
566,China,1400,36.302585873654685
567,China,1450,25.94902513363981
568,China,1500,34.93307025486955
569,China,1550,42.6920944849275
570,China,1600,59.21062202957197
571,China,1650,125.4621838994274
572,China,1700,99.50459427449681
573,China,1750,85.54076575001928
574,China,1800,101.19542146969971
575,China,1850,108.99507254446074
576,China,1900,85.595424740187
577,China,1950,0.8326708670942596
578,Colombia,1550,0.20376837803329967
579,Colombia,1600,1.009357411851379
580,Colombia,1650,2.9331746679095527
581,Colombia,1700,2.830677940645202
582,Colombia,1750,0.7055223111101279
583,Colombia,1800,9.625134322273738
584,Colombia,1850,26.32690615743762
585,Colombia,1900,25.41010220992435
586,Colombia,1950,0.6134960133581188
587,Congo,1850,0.20020172496964547
588,Congo,1900,0.40040344993929095
589,Continental South-East Asia,850,0.5164355786573115
590,Continental South-East Asia,900,0.1032871157314623
591,Continental South-East Asia,950,0.8079026885244189
592,Continental South-East Asia,1000,0.40395134426220947
593,Continental South-East Asia,1050,0.5255960758493535
594,Continental South-East Asia,1100,1.1268696132500082
595,Continental South-East Asia,1150,0.40542199659645767
596,Continental South-East Asia,1200,0.4021438339608603
597,Continental South-East Asia,1250,2.190526128333921
598,Continental South-East Asia,1300,3.6375783857871213
599,Continental South-East Asia,1350,1.8794865097068794
600,Continental South-East Asia,1400,1.5800533897580047
601,Continental South-East Asia,1450,1.277843337810936
602,Continental South-East Asia,1500,1.1553423967527428
603,Continental South-East Asia,1550,0.8135960538720881
604,Continental South-East Asia,1600,0.7095477941515907
605,Continental South-East Asia,1650,0.9672261063846891
606,Continental South-East Asia,1700,1.4535168341514677
607,Continental South-East Asia,1750,6.712945688137264
608,Continental South-East Asia,1800,9.16302483865268
609,Continental South-East Asia,1850,20.986087360192542
610,Continental South-East Asia,1900,14.965889511923807
611,Continental South-East Asia,1950,0.10149958724626412
612,Cook Islands,650,0.2036413361384348
613,Cook Islands,700,0.4072826722768696
614,Cook Islands,1850,0.20018894000118798
615,Cook Islands,1900,0.40037788000237595
616,Costa Rica,1750,0.3012604209659895
617,Costa Rica,1800,1.1077985295138861
618,Costa Rica,1850,3.122391082271472
619,Costa Rica,1900,4.94415012219508
620,Costa Rica,1950,0.2034350585852412
621,Croatia,1200,0.41974023885073664
622,Croatia,1250,0.8394804777014733
623,Croatia,1300,0.20290780584697296
624,Croatia,1350,1.0318288676472784
625,Croatia,1400,1.14184195197217
626,Croatia,1450,6.723908884161188
627,Croatia,1500,13.213012996982364
628,Croatia,1550,15.879860642524763
629,Croatia,1600,14.94607068511655
630,Croatia,1650,13.939731336860705
631,Croatia,1700,10.691405292037205
632,Croatia,1750,22.999444276548438
633,Croatia,1800,26.107549944213154
634,Croatia,1850,75.89132655115505
635,Croatia,1900,79.09832963824024
636,Croatia,1950,0.7201716343427768
637,Cuba,1700,0.4012925703467085
638,Cuba,1750,2.945703545052442
639,Cuba,1800,8.666185103372857
640,Cuba,1850,37.022554675847026
641,Cuba,1900,37.19297861011217
642,Cuba,1950,0.5149183659843798
643,Cyprus,-400,0.41140265689297906
644,Cyprus,-350,0.8228053137859581
645,Cyprus,-300,1.059977522050374
646,Cyprus,-250,0.595780181932405
647,Cyprus,500,0.3016942766577825
648,Cyprus,550,0.603388553315565
649,Cyprus,600,0.3053682545501102
650,Cyprus,650,0.3053682545501102
651,Cyprus,1250,0.35097024998358706
652,Cyprus,1300,0.5512443085607879
653,Cyprus,1350,0.40054811715440164
654,Cyprus,1450,0.4017847079659046
655,Cyprus,1500,0.40123179631158545
656,Cyprus,1550,1.411824123795298
657,Cyprus,1600,1.4112221526612245
658,Cyprus,1650,1.7043128625765376
659,Cyprus,1700,0.5013346686751017
660,Cyprus,1750,0.20044382330140656
661,Cyprus,1800,0.2005961966475393
662,Cyprus,1850,1.408643012466022
663,Cyprus,1900,2.016214178252572
664,Czechia,950,0.41362782901576023
665,Czechia,1000,0.20681391450788011
666,Czechia,1050,0.2396410491889216
667,Czechia,1100,0.4792820983778432
668,Czechia,1150,0.4353834058631488
669,Czechia,1200,1.284596822410195
670,Czechia,1250,2.992980266720144
671,Czechia,1300,4.3764322494523915
672,Czechia,1350,7.237964386905094
673,Czechia,1400,15.878562378319302
674,Czechia,1450,8.927778779180278
675,Czechia,1500,18.829702141199018
676,Czechia,1550,37.30042649353142
677,Czechia,1600,39.255873566766226
678,Czechia,1650,49.88512973073195
679,Czechia,1700,77.32404316717223
680,Czechia,1750,160.61435821702887
681,Czechia,1800,289.18451770415027
682,Czechia,1850,896.6954506441762
683,Czechia,1900,943.4907926651417
684,Czechia,1950,7.168490729948634
685,Côte d'Ivoire,0,0.20144339476776277
686,Côte d'Ivoire,50,0.40288678953552554
687,Denmark,800,0.10902385876985811
688,Denmark,850,1.0559311006589596
689,Denmark,900,0.3123300547258597
690,Denmark,950,0.6293836804363631
691,Denmark,1000,0.4180965874170225
692,Denmark,1100,0.20181770811440272
693,Denmark,1150,1.0915870157277154
694,Denmark,1200,1.3609657794090244
695,Denmark,1250,0.8366810095397049
696,Denmark,1300,0.4299150873520612
697,Denmark,1400,0.30680036055567556
698,Denmark,1450,0.7092426640768793
699,Denmark,1500,4.829409876957266
700,Denmark,1550,14.54808470455053
